"Day.of.the.year","Start.Time.hr.using.military.time","End.Time.hr.using.military.time","Duration.hr","Duration.min","Activity.Code","Diary.category","PUCID.productype","sheds.id.refined","PUCID.PT.description","Personal.or.Communal","Clusters","Indoor.outdoor","periodicity","dur.actural","dur.theory.combine","new.cluster.PUC","new.cluster.name","fni.list","freq.list","agg.fold.list","freq.float","flag","household.index","person.index","person.gender","person.age","use.ht","use.act","use.mass","Primary.person"
2,18.7034079777741,18.7290515900675,0.026,1.539,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.026,NA,NA,"2","3",1,3.008,124,35,1,"M",83,1.539,0,1.725,1
2,18.7290515900675,18.7546952023609,0.026,1.539,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.026,NA,NA,"2","3",1,3.008,124,35,1,"M",83,1.539,0,1.725,1
2,18.7546952023609,18.7760713743636,0.021,1.283,-2,"adult_work","PC.0900.070","PC.0900.070.099.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.021,"PC.0900.070.099.F","Teeth care--xtziuswd","1","2",1,1.978,124,35,1,"M",83,1.283,0,0.408,1
2,18.7760713743636,18.7974475463662,0.021,1.283,-2,"adult_work","PC.0900.070","PC.0900.070.099.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.021,"PC.0900.070.099.F","Teeth care--xtziuswd","1","2",1,1.978,124,35,1,"M",83,1.283,0,0.408,1
2,18.7974475463662,19.4377900984893,0.64,38.421,-2,"adult_work","CP.0400.040","CP.0400.040.099.F","dishwasher and dishes , dish soap","Communal","","I",1134.545,NA,0.64,NA,NA,"1","1",1,1.269,42,35,1,"M",83,38.421,0,97.887,1
2,19.4377900984893,19.4827019998386,0.045,2.695,-2,"adult_work","CP.0100.010","CP.0100.010.050.F","air freshener , air freshener","Communal","","I",1440,NA,0.045,NA,NA,"1","1",1,1,42,35,1,"M",83,2.695,0,2.636,1
2,19.4827019998386,19.6774968857694,0.195,11.688,-2,"adult_work","CP.0700.040","CP.0700.040.050.F","general household cleaning , surface cleaner","Communal","","I",1440,NA,0.195,NA,NA,"1","1",1,1,42,35,1,"M",83,11.688,0,24.02,1
2,19.6774968857694,20.0078324298422,0.33,19.82,-2,"adult_work","AC.0700.020","AC.0700.020.099.F","home office , pens and markers","Personal","","I",1440,NA,0.33,NA,NA,"1","1",1,1,42,35,1,"M",83,19.82,0,0.047,1
2,20.0078324298422,20.0302413795878,0.022,1.345,-2,"adult_work","PC.1000.010","PC.1000.010.056.F","deodorant , deodorant","Personal","","I",1440,NA,0.022,NA,NA,"1","1",1,1,42,35,1,"M",83,1.345,0,3.771,1
2,20.0302413795878,20.0569110201515,0.027,1.6,-2,"adult_work","PC.1100.040","PC.1100.040.099.F","eye care and contacts , eye drops","Personal","","I",1440,NA,0.027,NA,NA,"1","1",1,1,42,35,1,"M",83,1.6,0,8.956,1
2,20.0569110201515,20.0781843579924,0.021,1.276,-2,"adult_work","PC.1700.010","PC.1700.010.099.F","general moisturizing , hand/body lotion","Personal","","I",1440,NA,0.021,NA,NA,"1","1",1,1,42,35,1,"M",83,1.276,0,6.739,1
2,20.0781843579924,20.1388748951316,0.061,3.641,-2,"adult_work","PC.2700.070","PC.2700.070.099.F","shaving and hair removal , shaving cream ","Personal","","I",1440,NA,0.061,NA,NA,"1","1",1,1,42,35,1,"M",83,3.641,0,1.317,1
2,20.1388748951316,20.2617619355388,0.123,7.373,-2,"adult_work","PC.0500.020","PC.0500.020.099.F","body hygiene , body scrub","Personal","Bathing","I",1440,NA,0.152,"PC.0500.020.099.F PC.0500.030.099.F","Bathing--iavlixjg","1","1",1,1,42,35,1,"M",83,7.373,0,13.901,1
2,20.2617619355388,20.2909898097977,0.029,1.754,-2,"adult_work","PC.0500.030","PC.0500.030.099.F","body hygiene , body wash","Personal","Bathing","I",1440,NA,0.152,"PC.0500.020.099.F PC.0500.030.099.F","Bathing--iavlixjg","1","1",1,1,42,35,1,"M",83,1.754,0,12.069,1
2,20.2909898097977,20.3690600856284,0.078,4.684,-2,"adult_work","PC.2000.160","PC.2000.160.051.F","hair styling and care , hair styling - gel","Personal","Hair treatment","I",1440,NA,0.357,"PC.2000.160.051.F PC.2000.080.099.F PC.2000.100.099.F","Hair treatment--thzmalhm","1","1",1,1,42,35,1,"M",83,4.684,0,3.601,1
2,20.3690600856284,20.586504906855,0.217,13.047,-2,"adult_work","PC.2000.080","PC.2000.080.099.F","hair styling and care , ethnic hair care","Personal","Hair treatment","I",1440,NA,0.357,"PC.2000.160.051.F PC.2000.080.099.F PC.2000.100.099.F","Hair treatment--thzmalhm","1","1",1,1,42,35,1,"M",83,13.047,0,11.218,1
2,20.586504906855,20.6480488127817,0.062,3.693,-2,"adult_work","PC.2000.100","PC.2000.100.099.F","hair styling and care , hair conditioner - leave-in","Personal","Hair treatment","I",1440,NA,0.357,"PC.2000.160.051.F PC.2000.080.099.F PC.2000.100.099.F","Hair treatment--thzmalhm","1","1",1,1,42,35,1,"M",83,3.693,0,26.281,1
2,20.6480488127817,20.7035653263934,0.056,3.331,-2,"adult_work","CP.0700.020","CP.0700.020.050.F","general household cleaning , disinfectant","Communal","Home cleaning","I",1440,NA,0.548,"CP.0700.020.050.F CP.0300.030.099.F","Home cleaning--csrbabpv","1","1",1,1,42,35,1,"M",83,3.331,0,23.577,1
2,20.7035653263934,21.1959978656955,0.492,29.546,-2,"adult_work","CP.0300.030","CP.0300.030.099.F","carpet and floor , floor cleaner","Communal","Home cleaning","I",1440,NA,0.548,"CP.0700.020.050.F CP.0300.030.099.F","Home cleaning--csrbabpv","1","1",1,1,42,35,1,"M",83,29.546,0,613.478,1
2,21.1959978656955,21.4112960864337,0.215,12.918,-2,"adult_work","CP.1200.060","CP.1200.060.053.F","laundry and fabric treatment , laundry detergent","Communal","Laundry","I",1440,NA,0.289,"CP.1200.060.053.F CP.0700.010.099.F","Laundry--atjdmgfp","1","1",1,1,42,35,1,"M",83,2.918,10,184.458,1
2,21.4112960864337,21.485477646598,0.074,4.451,-2,"adult_work","CP.0700.010","CP.0700.010.099.F","general household cleaning , bleach","Communal","Laundry","I",1440,NA,0.289,"CP.1200.060.053.F CP.0700.010.099.F","Laundry--atjdmgfp","1","1",1,1,42,35,1,"M",83,4.451,0,62.19,1
2,21.485477646598,21.811597206507,0.326,19.567,-2,"adult_work","CP.0200.010","CP.0200.010.050.F","bathroom , bathroom cleaner","Communal","","I",4707.247,NA,0.326,NA,NA,"2","1",1,0.306,41,35,1,"M",83,19.567,0,43.65,1
2,21.811597206507,22.25,0.438,26.304,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
2,22.25,24,1.75,105,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,0,6.26666666666667,6.267,376,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,6.26666666666667,7.08333333333333,0.817,49,3,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,7.08333333333333,7.5,0.417,25,2,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,7.5,13.35,5.85,351,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,13.35,13.6,0.25,15,5,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,13.6,16.7,3.1,186,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,16.7,16.9,0.2,12,1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,16.9,16.9183706555537,0.018,1.102,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.018,NA,NA,"2","5",1,4.945,124,35,1,"M",83,1.102,0,0.34,1
3,16.9183706555537,16.9367413111075,0.018,1.102,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.018,NA,NA,"2","5",1,4.945,124,35,1,"M",83,1.102,0,0.34,1
3,16.9367413111075,16.9623849234009,0.026,1.539,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.026,NA,NA,"2","3",1,3.008,124,35,1,"M",83,1.539,0,1.725,1
3,16.9623849234009,16.9880285356943,0.026,1.539,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.026,NA,NA,"2","3",1,3.008,124,35,1,"M",83,1.539,0,1.725,1
3,16.9880285356943,17.0094047076969,0.021,1.283,-2,"adult_work","PC.0900.070","PC.0900.070.099.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.021,"PC.0900.070.099.F","Teeth care--zmcnigki","2","2",1,1.978,42,35,1,"M",83,1.283,0,0.408,1
3,17.0094047076969,17.1666666666667,0.157,9.436,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,17.1666666666667,17.2833333333333,0.117,7,4,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,"M",83,NA,NA,NA,1
3,17.2833333333333,17.3017039888871,0.018,1.102,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.018,NA,NA,"2","5",1,4.945,124,35,1,"M",83,1.102,0,0.34,1
3,17.3017039888871,17.3200746444408,0.018,1.102,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.018,NA,NA,"2","5",1,4.945,124,35,1,"M",83,1.102,0,0.34,1
3,17.3200746444408,17.3384452999946,0.018,1.102,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.018,NA,NA,"2","5",1,4.945,124,35,1,"M",83,1.102,0,0.34,1
3,17.3384452999946,17.3640889122879,0.026,1.539,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.026,NA,NA,"2","3",1,3.008,124,35,1,"M",83,1.539,0,1.725,1
3,17.3640889122879,17.3897325245813,0.026,1.539,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.026,NA,NA,"2","3",1,3.008,124,35,1,"M",83,1.539,0,1.725,1
3,17.3897325245813,17.411108696584,0.021,1.283,-2,"adult_work","PC.0900.070","PC.0900.070.099.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.021,"PC.0900.070.099.F","Teeth care--zmcnigki","2","2",1,1.978,42,35,1,"M",83,1.283,0,0.408,1
3,17.411108696584,18.0514512487071,0.64,38.421,-2,"adult_work","CP.0400.040","CP.0400.040.099.F","dishwasher and dishes , dish soap","Communal","","I",1134.545,NA,0.64,NA,NA,"1","1",1,1.269,42,35,1,"M",83,38.421,0,97.887,1
3,18.0514512487071,18.0963631500564,0.045,2.695,-2,"adult_work","CP.0100.010","CP.0100.010.050.F","air freshener , air freshener","Communal","","I",1440,NA,0.045,NA,NA,"2","1",1,1,42,35,1,"M",83,2.695,0,2.636,1
3,18.0963631500564,18.2911580359871,0.195,11.688,-2,"adult_work","CP.0700.040","CP.0700.040.050.F","general household cleaning , surface cleaner","Communal","","I",1440,NA,0.195,NA,NA,"1","1",1,1,42,35,1,"M",83,11.688,0,24.02,1
