"Day.of.the.year","Start.Time.hr.using.military.time","End.Time.hr.using.military.time","Duration.hr","Duration.min","Activity.Code","Diary.category","PUCID.productype","sheds.id.refined","PUCID.PT.description","Personal.or.Communal","Clusters","Indoor.outdoor","periodicity","dur.actural","dur.theory.combine","new.cluster.PUC","new.cluster.name","fni.list","freq.list","agg.fold.list","freq.float","flag","household.index","person.index","person.gender","person.age","use.ht","use.act","use.mass","Primary.person"
87,18.0889251703975,18.1189124141877,0.03,1.799,-2,"adult_work","PC.2000.200","PC.2000.200.099.F","hair styling and care , shampoo - dandruff","Personal","Bathing","I",478.685,NA,0.084,"PC.0500.040.099.F PC.2000.200.099.F","Bathing--wyksxvvm","2","3",1,3.008,204,31,1,"M",41,1.799,0,10.093,1
87,18.1189124141877,18.1642405364955,0.045,2.72,-2,"adult_work","PC.0900.070","PC.0900.070.051.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--zgiieodr","2","2",1,1.978,42,31,1,"M",41,2.72,0,2.077,1
87,18.1642405364955,18.1845901693559,0.02,1.221,-2,"adult_work","PC.0900.050","PC.0900.050.099.F","dental care , mouthwash","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--zgiieodr","2","2",1,1.978,42,31,1,"M",41,1.221,0,20.252,1
87,18.1845901693559,18.2251422848871,0.041,2.433,-2,"adult_work","PC.0100.030","PC.0100.030.099.F","acne treatment , face wash","Personal","","I",960,NA,0.041,NA,NA,"2","1",1,1.5,42,31,1,"M",41,2.433,0,10.515,1
87,18.2251422848871,18.3223077605004,0.097,5.83,-2,"adult_work","PC.1200.040","PC.1200.040.099.F","facial cleansing and moisturizing , face scrub","Personal","","I",960,NA,0.097,NA,NA,"2","2",1,1.5,42,31,1,"M",41,5.83,0,7.177,1
87,18.3223077605004,18.3579092237744,0.036,2.136,-2,"adult_work","PC.2300.080","PC.2300.080.099.F","make-up and related , lip balm","Personal","","I",970.667,NA,0.036,NA,NA,"2","2",1,1.484,42,31,1,"M",41,2.136,0,1.562,1
87,18.3579092237744,18.6483662944581,0.29,17.427,-2,"adult_work","CP.0700.040","CP.0700.040.099.F","general household cleaning , surface cleaner","Communal","","I",1440,NA,0.29,NA,NA,"2","1",1,1,42,31,1,"M",41,17.427,0,22.526,1
87,18.6483662944581,18.7143116713059,0.066,3.957,-2,"adult_work","PC.1200.010","PC.1200.010.099.F","facial cleansing and moisturizing , face cleansing wipes","Personal","","I",1440,NA,0.066,NA,NA,"2","1",1,1,42,31,1,"M",41,3.957,0,3.807,1
87,18.7143116713059,18.853425431108,0.139,8.347,-2,"adult_work","PC.2000.080","PC.2000.080.099.F","hair styling and care , ethnic hair care","Personal","Hair treatment","I",1747.2,NA,0.188,"PC.2000.080.099.F PC.2000.100.050.F","Hair treatment--pcxxhjbe","2","1",1,0.824,42,31,1,"M",41,8.347,0,12.923,1
87,18.853425431108,18.90210462405,0.049,2.921,-2,"adult_work","PC.2000.100","PC.2000.100.050.F","hair styling and care , hair conditioner - leave-in","Personal","Hair treatment","I",1747.2,NA,0.188,"PC.2000.080.099.F PC.2000.100.050.F","Hair treatment--pcxxhjbe","2","1",1,0.824,42,31,1,"M",41,2.921,0,12.286,1
87,18.90210462405,18.9780405705795,0.076,4.556,-2,"adult_work","PE.0300.010","PE.0300.010.050.F","insect repellent , insect repellent ","Personal","","O",12720.267,NA,0.076,NA,NA,"2","1",1,0.113,42,31,1,"M",41,4.556,0,1.924,1
87,18.9780405705795,20.6833333333333,1.705,102.318,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
87,20.6833333333333,21.4833333333333,0.8,48,4,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
87,21.4833333333333,21.507993768834,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"2","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
87,21.507993768834,21.5326542043347,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"2","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
87,21.5326542043347,21.5573146398353,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"2","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
87,21.5573146398354,21.6117850893283,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"2","3",1,3.008,204,31,1,"M",41,3.268,0,1.123,1
87,21.6117850893283,21.6662555388213,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"2","3",1,3.008,204,31,1,"M",41,3.268,0,1.123,1
87,21.6662555388213,21.6847441079967,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"2","3",1,3.008,204,31,1,"M",41,1.109,0,1.595,1
87,21.6847441079967,21.7389251703975,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.084,"PC.0500.040.099.F PC.2000.200.099.F","Bathing--wyksxvvm","2","3",1,3.008,204,31,1,"M",41,3.251,0,0.529,1
87,21.7389251703975,21.7689124141877,0.03,1.799,-2,"adult_work","PC.2000.200","PC.2000.200.099.F","hair styling and care , shampoo - dandruff","Personal","Bathing","I",478.685,NA,0.084,"PC.0500.040.099.F PC.2000.200.099.F","Bathing--wyksxvvm","2","3",1,3.008,204,31,1,"M",41,1.799,0,10.093,1
87,21.7689124141877,21.8142405364955,0.045,2.72,-2,"adult_work","PC.0900.070","PC.0900.070.051.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--zgiieodr","2","2",1,1.978,42,31,1,"M",41,2.72,0,2.077,1
87,21.8142405364955,21.834590169356,0.02,1.221,-2,"adult_work","PC.0900.050","PC.0900.050.099.F","dental care , mouthwash","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--zgiieodr","2","2",1,1.978,42,31,1,"M",41,1.221,0,20.252,1
87,21.834590169356,21.9317556449692,0.097,5.83,-2,"adult_work","PC.1200.040","PC.1200.040.099.F","facial cleansing and moisturizing , face scrub","Personal","","I",960,NA,0.097,NA,NA,"2","2",1,1.5,42,31,1,"M",41,5.83,0,7.177,1
87,21.9317556449692,21.9673571082432,0.036,2.136,-2,"adult_work","PC.2300.080","PC.2300.080.099.F","make-up and related , lip balm","Personal","","I",970.667,NA,0.036,NA,NA,"2","2",1,1.484,42,31,1,"M",41,2.136,0,1.562,1
87,21.9673571082432,23.05,1.083,64.959,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
87,23.05,24,0.95,57,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,0,7.8,7.8,468,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,7.8,7.82466043550067,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
88,7.82466043550067,7.84932087100135,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
88,7.84932087100134,7.90379132049434,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,42,31,1,"M",41,3.268,0,1.123,1
88,7.90379132049434,7.92227988966966,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,42,31,1,"M",41,1.109,0,1.595,1
88,7.92227988966966,8.06666666666667,0.144,8.663,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,8.06666666666667,8.35,0.283,17,2,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,8.35,11.1666666666667,2.817,169,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,11.1666666666667,11.9333333333333,0.767,46,5,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,11.9333333333333,17.6666666666667,5.733,344,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,17.6666666666667,17.8666666666667,0.2,12,1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,17.8666666666667,17.8913271021673,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
88,17.8913271021673,17.9457975516603,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,42,31,1,"M",41,3.268,0,1.123,1
88,17.9457975516603,17.9642861208357,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,42,31,1,"M",41,1.109,0,1.595,1
88,17.9642861208357,18.0184671832365,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.253,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.210.099.F","Bathing--mykqyfdm","2","3",1,3.008,204,31,1,"M",41,3.251,0,0.529,1
88,18.0184671832365,18.1752255968338,0.157,9.406,-2,"adult_work","PC.0500.020","PC.0500.020.099.F","body hygiene , body scrub","Personal","Bathing","I",478.685,NA,0.253,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.210.099.F","Bathing--mykqyfdm","2","3",1,3.008,204,31,1,"M",41,9.406,0,8.816,1
88,18.1752255968338,18.2174859727041,0.042,2.536,-2,"adult_work","PC.2000.210","PC.2000.210.099.F","hair styling and care , shampoo","Personal","Bathing","I",478.685,NA,0.253,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.210.099.F","Bathing--mykqyfdm","2","3",1,3.008,204,31,1,"M",41,2.536,0,11.776,1
88,18.2174859727041,18.2716670351049,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.253,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.210.099.F","Bathing--mykqyfdm","2","3",1,3.008,204,31,1,"M",41,3.251,0,0.529,1
88,18.2716670351049,18.4284254487022,0.157,9.406,-2,"adult_work","PC.0500.020","PC.0500.020.099.F","body hygiene , body scrub","Personal","Bathing","I",478.685,NA,0.253,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.210.099.F","Bathing--mykqyfdm","2","3",1,3.008,204,31,1,"M",41,9.406,0,8.816,1
88,18.4284254487022,18.4706858245724,0.042,2.536,-2,"adult_work","PC.2000.210","PC.2000.210.099.F","hair styling and care , shampoo","Personal","Bathing","I",478.685,NA,0.253,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.210.099.F","Bathing--mykqyfdm","2","3",1,3.008,204,31,1,"M",41,2.536,0,11.776,1
88,18.4706858245724,18.5160139468803,0.045,2.72,-2,"adult_work","PC.0900.070","PC.0900.070.051.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--pslvtsdm","2","2",1,1.978,42,31,1,"M",41,2.72,0,2.077,1
88,18.5160139468803,18.5363635797407,0.02,1.221,-2,"adult_work","PC.0900.050","PC.0900.050.099.F","dental care , mouthwash","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--pslvtsdm","2","2",1,1.978,42,31,1,"M",41,1.221,0,20.252,1
88,18.5363635797407,18.633529055354,0.097,5.83,-2,"adult_work","PC.1200.040","PC.1200.040.099.F","facial cleansing and moisturizing , face scrub","Personal","","I",960,NA,0.097,NA,NA,"2","2",1,1.5,42,31,1,"M",41,5.83,0,7.177,1
88,18.633529055354,18.669130518628,0.036,2.136,-2,"adult_work","PC.2300.080","PC.2300.080.099.F","make-up and related , lip balm","Personal","","I",970.667,NA,0.036,NA,NA,"2","2",1,1.484,42,31,1,"M",41,2.136,0,1.562,1
88,18.669130518628,19.8,1.131,67.852,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,19.8,20.3666666666667,0.567,34,4,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,20.3666666666667,20.3913271021673,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
88,20.3913271021673,20.415987537668,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
88,20.415987537668,20.470457987161,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,42,31,1,"M",41,3.268,0,1.123,1
88,20.470457987161,20.4889465563363,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,42,31,1,"M",41,1.109,0,1.595,1
88,20.4889465563363,20.5431276187371,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.253,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.210.099.F","Bathing--mykqyfdm","2","3",1,3.008,204,31,1,"M",41,3.251,0,0.529,1
88,20.5431276187371,20.6998860323345,0.157,9.406,-2,"adult_work","PC.0500.020","PC.0500.020.099.F","body hygiene , body scrub","Personal","Bathing","I",478.685,NA,0.253,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.210.099.F","Bathing--mykqyfdm","2","3",1,3.008,204,31,1,"M",41,9.406,0,8.816,1
88,20.6998860323345,20.7421464082047,0.042,2.536,-2,"adult_work","PC.2000.210","PC.2000.210.099.F","hair styling and care , shampoo","Personal","Bathing","I",478.685,NA,0.253,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.210.099.F","Bathing--mykqyfdm","2","3",1,3.008,204,31,1,"M",41,2.536,0,11.776,1
88,20.7421464082047,20.7874745305126,0.045,2.72,-2,"adult_work","PC.0900.070","PC.0900.070.051.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--pslvtsdm","2","2",1,1.978,42,31,1,"M",41,2.72,0,2.077,1
88,20.7874745305126,20.807824163373,0.02,1.221,-2,"adult_work","PC.0900.050","PC.0900.050.099.F","dental care , mouthwash","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--pslvtsdm","2","2",1,1.978,42,31,1,"M",41,1.221,0,20.252,1
88,20.807824163373,20.8483762789041,0.041,2.433,-2,"adult_work","PC.0100.030","PC.0100.030.099.F","acne treatment , face wash","Personal","","I",960,NA,0.041,NA,NA,"2","1",1,1.5,42,31,1,"M",41,2.433,0,10.515,1
88,20.8483762789041,20.9455417545174,0.097,5.83,-2,"adult_work","PC.1200.040","PC.1200.040.099.F","facial cleansing and moisturizing , face scrub","Personal","","I",960,NA,0.097,NA,NA,"2","2",1,1.5,42,31,1,"M",41,5.83,0,7.177,1
88,20.9455417545174,20.9811432177914,0.036,2.136,-2,"adult_work","PC.2300.080","PC.2300.080.099.F","make-up and related , lip balm","Personal","","I",970.667,NA,0.036,NA,NA,"2","2",1,1.484,42,31,1,"M",41,2.136,0,1.562,1
88,20.9811432177914,21.2716002884751,0.29,17.427,-2,"adult_work","CP.0700.040","CP.0700.040.099.F","general household cleaning , surface cleaner","Communal","","I",1440,NA,0.29,NA,NA,"1","1",1,1,42,31,1,"M",41,17.427,0,22.526,1
88,21.2716002884751,21.697624373161,0.426,25.561,-2,"adult_work","AC.0700.020","AC.0700.020.099.F","home office , pens and markers","Personal","","I",1440,NA,0.426,NA,NA,"2","1",1,1,42,31,1,"M",41,25.561,0,0.017,1
88,21.697624373161,21.7345825940916,0.037,2.217,-2,"adult_work","PC.1000.010","PC.1000.010.099.F","deodorant , deodorant","Personal","","I",1440,NA,0.037,NA,NA,"3","1",1,1,42,31,1,"M",41,2.217,0,3.508,1
88,21.7345825940916,21.7956727916749,0.061,3.665,-2,"adult_work","PC.1100.020","PC.1100.020.050.F","eye care and contacts , contact care","Personal","","I",1440,NA,0.061,NA,NA,"3","1",1,1,42,31,1,"M",41,3.665,0,5.691,1
88,21.7956727916749,21.8616181685227,0.066,3.957,-2,"adult_work","PC.1200.010","PC.1200.010.099.F","facial cleansing and moisturizing , face cleansing wipes","Personal","","I",1440,NA,0.066,NA,NA,"1","1",1,1,42,31,1,"M",41,3.957,0,3.807,1
88,21.8616181685227,21.9054775186146,0.044,2.632,-2,"adult_work","PC.1700.010","PC.1700.010.099.F","general moisturizing , hand/body lotion","Personal","","I",1440,NA,0.044,NA,NA,"3","1",1,1,42,31,1,"M",41,2.632,0,4.833,1
88,21.9054775186146,22.9330773943702,1.028,61.656,-2,"adult_work","CP.1200.020","CP.1200.020.099.F","laundry and fabric treatment , dryer sheets","Communal","Laundry","I",1440,NA,1.863,"CP.1200.020.099.F CP.1200.080.099.F CP.1200.070.099.F CP.1200.030.099.F CP.0700.010.099.F","Laundry--ogezfhmb","1","1",1,1,42,31,1,"M",41,1.656,60,203.666,1
88,22.9330773943702,23.1505879347375,0.218,13.051,-2,"adult_work","CP.1200.080","CP.1200.080.099.F","laundry and fabric treatment , laundry stain remover","Communal","Laundry","I",1440,NA,1.863,"CP.1200.020.099.F CP.1200.080.099.F CP.1200.070.099.F CP.1200.030.099.F CP.0700.010.099.F","Laundry--ogezfhmb","1","1",1,1,42,31,1,"M",41,3.051,10,7.421,1
88,23.1505879347375,23.3725924205175,0.222,13.32,-2,"adult_work","CP.1200.070","CP.1200.070.099.F","laundry and fabric treatment , laundry fragrance","Communal","Laundry","I",1440,NA,1.863,"CP.1200.020.099.F CP.1200.080.099.F CP.1200.070.099.F CP.1200.030.099.F CP.0700.010.099.F","Laundry--ogezfhmb","1","1",1,1,42,31,1,"M",41,3.32,10,6.42,1
88,23.3725924205175,23.6724200015288,0.3,17.99,-2,"adult_work","CP.1200.030","CP.1200.030.099.F","laundry and fabric treatment , fabric deodorizer","Communal","Laundry","I",1440,NA,1.863,"CP.1200.020.099.F CP.1200.080.099.F CP.1200.070.099.F CP.1200.030.099.F CP.0700.010.099.F","Laundry--ogezfhmb","1","1",1,1,42,31,1,"M",41,17.99,0,47.822,1
88,23.6724200015288,23.7683248325625,0.096,5.754,-2,"adult_work","CP.0700.010","CP.0700.010.099.F","general household cleaning , bleach","Communal","Laundry","I",1440,NA,1.863,"CP.1200.020.099.F CP.1200.080.099.F CP.1200.070.099.F CP.1200.030.099.F CP.0700.010.099.F","Laundry--ogezfhmb","1","1",1,1,42,31,1,"M",41,5.754,0,53.106,1
88,23.7683248325625,23.8274746346345,0.059,3.549,-2,"adult_work","PC.0700.010","PC.0700.010.099.F","body powder , body powder","Personal","Skin Makeup","I",8785.61,NA,0.059,"PC.0700.010.099.F","Skin Makeup--cknkmhjr","1","1",1,0.164,42,31,1,"M",41,3.549,0,0.864,1
88,23.8274746346345,23.8833333333333,0.056,3.352,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
88,23.8833333333333,24,0.117,7,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
89,0,8.26666666666667,8.267,496,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
89,8.26666666666667,8.29132710216734,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
89,8.29132710216734,8.34579755166033,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,42,31,1,"M",41,3.268,0,1.123,1
89,8.34579755166033,8.36428612083566,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,42,31,1,"M",41,1.109,0,1.595,1
89,8.36428612083566,8.46666666666667,0.102,6.143,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
89,8.46666666666667,8.81666666666667,0.35,21,3,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
89,8.81666666666667,9.1,0.283,17,2,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
89,9.1,11.7166666666667,2.617,157,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
89,11.7166666666667,12.4666666666667,0.75,45,5,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
89,12.4666666666667,16.9333333333333,4.467,268,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
89,16.9333333333333,17.1833333333333,0.25,15,1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
89,17.1833333333333,17.207993768834,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
89,17.207993768834,17.2326542043347,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
89,17.2326542043347,17.2871246538277,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,42,31,1,"M",41,3.268,0,1.123,1
89,17.2871246538277,17.305613223003,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,42,31,1,"M",41,1.109,0,1.595,1
89,17.305613223003,17.3597942854038,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.283,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F PC.2000.210.099.F","Bathing--ecrfeyjv","2","3",1,3.008,204,31,1,"M",41,3.251,0,0.529,1
89,17.3597942854038,17.5165526990011,0.157,9.406,-2,"adult_work","PC.0500.020","PC.0500.020.099.F","body hygiene , body scrub","Personal","Bathing","I",478.685,NA,0.283,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F PC.2000.210.099.F","Bathing--ecrfeyjv","2","3",1,3.008,204,31,1,"M",41,9.406,0,8.816,1
89,17.5165526990011,17.5465399427913,0.03,1.799,-2,"adult_work","PC.2000.200","PC.2000.200.099.F","hair styling and care , shampoo - dandruff","Personal","Bathing","I",478.685,NA,0.283,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F PC.2000.210.099.F","Bathing--ecrfeyjv","2","3",1,3.008,204,31,1,"M",41,1.799,0,10.093,1
89,17.5465399427913,17.5888003186616,0.042,2.536,-2,"adult_work","PC.2000.210","PC.2000.210.099.F","hair styling and care , shampoo","Personal","Bathing","I",478.685,NA,0.283,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F PC.2000.210.099.F","Bathing--ecrfeyjv","2","3",1,3.008,204,31,1,"M",41,2.536,0,11.776,1
89,17.5888003186616,17.6429813810624,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.283,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F PC.2000.210.099.F","Bathing--ecrfeyjv","2","3",1,3.008,204,31,1,"M",41,3.251,0,0.529,1
89,17.6429813810624,17.7997397946597,0.157,9.406,-2,"adult_work","PC.0500.020","PC.0500.020.099.F","body hygiene , body scrub","Personal","Bathing","I",478.685,NA,0.283,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F PC.2000.210.099.F","Bathing--ecrfeyjv","2","3",1,3.008,204,31,1,"M",41,9.406,0,8.816,1
89,17.7997397946597,17.8297270384499,0.03,1.799,-2,"adult_work","PC.2000.200","PC.2000.200.099.F","hair styling and care , shampoo - dandruff","Personal","Bathing","I",478.685,NA,0.283,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F PC.2000.210.099.F","Bathing--ecrfeyjv","2","3",1,3.008,204,31,1,"M",41,1.799,0,10.093,1
89,17.8297270384499,17.8719874143202,0.042,2.536,-2,"adult_work","PC.2000.210","PC.2000.210.099.F","hair styling and care , shampoo","Personal","Bathing","I",478.685,NA,0.283,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F PC.2000.210.099.F","Bathing--ecrfeyjv","2","3",1,3.008,204,31,1,"M",41,2.536,0,11.776,1
