"Day.of.the.year","Start.Time.hr.using.military.time","End.Time.hr.using.military.time","Duration.hr","Duration.min","Activity.Code","Diary.category","PUCID.productype","sheds.id.refined","PUCID.PT.description","Personal.or.Communal","Clusters","Indoor.outdoor","periodicity","dur.actural","dur.theory.combine","new.cluster.PUC","new.cluster.name","fni.list","freq.list","agg.fold.list","freq.float","flag","household.index","person.index","person.gender","person.age","use.ht","use.act","use.mass","Primary.person"
1,18,18.0246604355007,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
1,18.0246604355007,18.0493208710013,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
1,18.0493208710013,18.1037913204943,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,41,31,1,"M",41,3.268,0,1.123,1
1,18.1037913204943,18.1222798896697,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,41,31,1,"M",41,1.109,0,1.595,1
1,18.1222798896697,18.1764609520705,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.096,"PC.0500.040.099.F PC.2000.210.099.F","Bathing--tittkbpe","3","3",1,3.008,41,31,1,"M",41,3.251,0,0.529,1
1,18.1764609520705,18.2187213279407,0.042,2.536,-2,"adult_work","PC.2000.210","PC.2000.210.099.F","hair styling and care , shampoo","Personal","Bathing","I",478.685,NA,0.096,"PC.0500.040.099.F PC.2000.210.099.F","Bathing--tittkbpe","3","3",1,3.008,41,31,1,"M",41,2.536,0,11.776,1
1,18.2187213279407,18.3578350877428,0.139,8.347,-2,"adult_work","PC.2000.080","PC.2000.080.099.F","hair styling and care , ethnic hair care","Personal","Hair treatment","I",1747.2,NA,0.139,"PC.2000.080.099.F","Hair treatment--ncmxsahf","3","1",1,0.824,41,31,1,"M",41,8.347,0,12.923,1
1,18.3578350877428,18.7990092704352,0.441,26.47,-2,"adult_work","AC.0500.020","AC.0500.020.099.F","general arts and crafts supplies , arts and crafts cleaner","Personal","","I",2946.765,NA,0.441,NA,NA,"3","1",1,0.489,41,31,1,"M",41,6.47,20,52.468,1
1,18.7990092704352,18.8909100674192,0.092,5.514,-2,"adult_work","EL.0300.060","EL.0300.060.099.F","computers and accessories/supplies , printer toner","Communal","","I",5105.702,NA,0.092,NA,NA,"3","1",1,0.282,41,31,1,"M",41,5.514,0,0.875,1
1,18.8909100674192,19.5833333333333,0.692,41.545,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
1,19.5833333333333,20.2333333333333,0.65,39,4,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
1,20.2333333333333,20.257993768834,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
1,20.257993768834,20.2826542043347,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
1,20.2826542043347,20.3371246538277,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,41,31,1,"M",41,3.268,0,1.123,1
1,20.3371246538277,20.355613223003,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,41,31,1,"M",41,1.109,0,1.595,1
1,20.355613223003,20.4097942854038,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.096,"PC.0500.040.099.F PC.2000.210.099.F","Bathing--tittkbpe","3","3",1,3.008,41,31,1,"M",41,3.251,0,0.529,1
1,20.4097942854038,20.4520546612741,0.042,2.536,-2,"adult_work","PC.2000.210","PC.2000.210.099.F","hair styling and care , shampoo","Personal","Bathing","I",478.685,NA,0.096,"PC.0500.040.099.F PC.2000.210.099.F","Bathing--tittkbpe","3","3",1,3.008,41,31,1,"M",41,2.536,0,11.776,1
1,20.4520546612741,20.7425117319578,0.29,17.427,-2,"adult_work","CP.0700.040","CP.0700.040.099.F","general household cleaning , surface cleaner","Communal","","I",1440,NA,0.29,NA,NA,"3","1",1,1,41,31,1,"M",41,17.427,0,22.526,1
1,20.7425117319578,21.1685358166436,0.426,25.561,-2,"adult_work","AC.0700.020","AC.0700.020.099.F","home office , pens and markers","Personal","","I",1440,NA,0.426,NA,NA,"3","1",1,1,41,31,1,"M",41,25.561,0,0.017,1
1,21.1685358166436,21.2054940375742,0.037,2.217,-2,"adult_work","PC.1000.010","PC.1000.010.099.F","deodorant , deodorant","Personal","","I",1440,NA,0.037,NA,NA,"3","1",1,1,41,31,1,"M",41,2.217,0,3.508,1
1,21.2054940375742,21.2665842351575,0.061,3.665,-2,"adult_work","PC.1100.020","PC.1100.020.050.F","eye care and contacts , contact care","Personal","","I",1440,NA,0.061,NA,NA,"3","1",1,1,41,31,1,"M",41,3.665,0,5.691,1
1,21.2665842351575,21.3325296120054,0.066,3.957,-2,"adult_work","PC.1200.010","PC.1200.010.099.F","facial cleansing and moisturizing , face cleansing wipes","Personal","","I",1440,NA,0.066,NA,NA,"3","1",1,1,41,31,1,"M",41,3.957,0,3.807,1
1,21.3325296120054,21.3763889620973,0.044,2.632,-2,"adult_work","PC.1700.010","PC.1700.010.099.F","general moisturizing , hand/body lotion","Personal","","I",1440,NA,0.044,NA,NA,"3","1",1,1,41,31,1,"M",41,2.632,0,4.833,1
1,21.3763889620973,22.4039888378529,1.028,61.656,-2,"adult_work","CP.1200.020","CP.1200.020.099.F","laundry and fabric treatment , dryer sheets","Communal","Laundry","I",1440,NA,1.587,"CP.1200.020.099.F CP.1200.080.099.F CP.1200.070.099.F CP.1200.050.099.F","Laundry--rdvdgyaj","3","1",1,1,41,31,1,"M",41,1.656,60,203.666,1
1,22.4039888378529,22.6214993782202,0.218,13.051,-2,"adult_work","CP.1200.080","CP.1200.080.099.F","laundry and fabric treatment , laundry stain remover","Communal","Laundry","I",1440,NA,1.587,"CP.1200.020.099.F CP.1200.080.099.F CP.1200.070.099.F CP.1200.050.099.F","Laundry--rdvdgyaj","3","1",1,1,41,31,1,"M",41,3.051,10,7.421,1
1,22.6214993782202,22.8435038640001,0.222,13.32,-2,"adult_work","CP.1200.070","CP.1200.070.099.F","laundry and fabric treatment , laundry fragrance","Communal","Laundry","I",1440,NA,1.587,"CP.1200.020.099.F CP.1200.080.099.F CP.1200.070.099.F CP.1200.050.099.F","Laundry--rdvdgyaj","3","1",1,1,41,31,1,"M",41,3.32,10,6.42,1
1,22.8435038640001,22.9634751596618,0.12,7.198,-2,"adult_work","CP.1200.050","CP.1200.050.099.F","laundry and fabric treatment , fabric softener","Communal","Laundry","I",1440,NA,1.587,"CP.1200.020.099.F CP.1200.080.099.F CP.1200.070.099.F CP.1200.050.099.F","Laundry--rdvdgyaj","3","1",1,1,41,31,1,"M",41,7.198,0,117.754,1
1,22.9634751596618,23.05,0.087,5.191,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
1,23.05,24,0.95,57,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,0,8.7,8.7,522,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,8.7,8.93333333333333,0.233,14,3,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,8.93333333333333,8.95799376883401,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
2,8.95799376883401,9.012464218327,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,42,31,1,"M",41,3.268,0,1.123,1
2,9.012464218327,9.03095278750233,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,42,31,1,"M",41,1.109,0,1.595,1
2,9.03095278750233,9.08513384990313,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.09,"PC.0500.040.099.F PC.0500.030.099.F","Bathing--zihyznie","3","3",1,3.008,42,31,1,"M",41,3.251,0,0.529,1
2,9.08513384990313,9.12105079124586,0.036,2.155,-2,"adult_work","PC.0500.030","PC.0500.030.099.F","body hygiene , body wash","Personal","Bathing","I",478.685,NA,0.09,"PC.0500.040.099.F PC.0500.030.099.F","Bathing--zihyznie","3","3",1,3.008,42,31,1,"M",41,2.155,0,9.771,1
2,9.12105079124586,9.4,0.279,16.737,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,9.4,9.6,0.2,12,2,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,9.6,11.8,2.2,132,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,11.8,12.4833333333333,0.683,41,5,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,12.4833333333333,17.6333333333333,5.15,309,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,17.6333333333333,17.85,0.217,13,1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,17.85,17.8746604355007,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
2,17.8746604355007,17.8993208710013,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
2,17.8993208710013,17.9537913204943,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,42,31,1,"M",41,3.268,0,1.123,1
2,17.9537913204943,17.9722798896697,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,42,31,1,"M",41,1.109,0,1.595,1
2,17.9722798896697,18.0264609520705,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.09,"PC.0500.040.099.F PC.0500.030.099.F","Bathing--zihyznie","3","3",1,3.008,42,31,1,"M",41,3.251,0,0.529,1
2,18.0264609520705,18.0623778934132,0.036,2.155,-2,"adult_work","PC.0500.030","PC.0500.030.099.F","body hygiene , body wash","Personal","Bathing","I",478.685,NA,0.09,"PC.0500.040.099.F PC.0500.030.099.F","Bathing--zihyznie","3","3",1,3.008,42,31,1,"M",41,2.155,0,9.771,1
2,18.0623778934132,18.107706015721,0.045,2.72,-2,"adult_work","PC.0900.070","PC.0900.070.051.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--zyzfifcq","3","2",1,1.978,41,31,1,"M",41,2.72,0,2.077,1
2,18.107706015721,18.1280556485815,0.02,1.221,-2,"adult_work","PC.0900.050","PC.0900.050.099.F","dental care , mouthwash","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--zyzfifcq","3","2",1,1.978,41,31,1,"M",41,1.221,0,20.252,1
2,18.1280556485815,18.1686077641126,0.041,2.433,-2,"adult_work","PC.0100.030","PC.0100.030.099.F","acne treatment , face wash","Personal","","I",960,NA,0.041,NA,NA,"3","2",1,1.5,41,31,1,"M",41,2.433,0,10.515,1
2,18.1686077641126,18.2657732397259,0.097,5.83,-2,"adult_work","PC.1200.040","PC.1200.040.099.F","facial cleansing and moisturizing , face scrub","Personal","","I",960,NA,0.097,NA,NA,"3","2",1,1.5,41,31,1,"M",41,5.83,0,7.177,1
2,18.2657732397259,18.3013747029999,0.036,2.136,-2,"adult_work","PC.2300.080","PC.2300.080.099.F","make-up and related , lip balm","Personal","","I",970.667,NA,0.036,NA,NA,"3","2",1,1.484,41,31,1,"M",41,2.136,0,1.562,1
2,18.3013747029999,18.6978466192153,0.396,23.788,-2,"adult_work","CP.0200.010","CP.0200.010.099.F","bathroom , bathroom cleaner","Communal","","I",5065.545,NA,0.396,NA,NA,"3","1",1,0.284,41,31,1,"M",41,23.788,0,53.37,1
2,18.6978466192153,18.8046039864203,0.107,6.405,-2,"adult_work","PC.2900.010","PC.2900.010.001.F","sunscreen , sunscreen ","Personal","","I",7336.417,NA,0.107,NA,NA,"3","1",1,0.196,41,31,1,"M",41,6.405,0,9.924,1
2,18.8046039864203,18.8637537884923,0.059,3.549,-2,"adult_work","PC.0700.010","PC.0700.010.099.F","body powder , body powder","Personal","Skin Makeup","I",8785.61,NA,0.059,"PC.0700.010.099.F","Skin Makeup--pupvrlhb","3","1",1,0.164,41,31,1,"M",41,3.549,0,0.864,1
2,18.8637537884923,19.3166666666667,0.453,27.175,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,19.3166666666667,20.1166666666667,0.8,48,4,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,20.1166666666667,20.1413271021673,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
2,20.1413271021673,20.165987537668,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"3","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
2,20.165987537668,20.220457987161,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"3","3",1,3.008,42,31,1,"M",41,3.268,0,1.123,1
2,20.220457987161,20.2389465563363,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"3","3",1,3.008,42,31,1,"M",41,1.109,0,1.595,1
2,20.2389465563363,20.2931276187371,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.09,"PC.0500.040.099.F PC.0500.030.099.F","Bathing--zihyznie","3","3",1,3.008,42,31,1,"M",41,3.251,0,0.529,1
2,20.2931276187371,20.3290445600799,0.036,2.155,-2,"adult_work","PC.0500.030","PC.0500.030.099.F","body hygiene , body wash","Personal","Bathing","I",478.685,NA,0.09,"PC.0500.040.099.F PC.0500.030.099.F","Bathing--zihyznie","3","3",1,3.008,42,31,1,"M",41,2.155,0,9.771,1
2,20.3290445600799,20.3743726823877,0.045,2.72,-2,"adult_work","PC.0900.070","PC.0900.070.051.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--zyzfifcq","3","2",1,1.978,41,31,1,"M",41,2.72,0,2.077,1
2,20.3743726823877,20.3947223152481,0.02,1.221,-2,"adult_work","PC.0900.050","PC.0900.050.099.F","dental care , mouthwash","Personal","Teeth care","I",728,NA,0.066,"PC.0900.070.051.F PC.0900.050.099.F","Teeth care--zyzfifcq","3","2",1,1.978,41,31,1,"M",41,1.221,0,20.252,1
2,20.3947223152481,20.4352744307793,0.041,2.433,-2,"adult_work","PC.0100.030","PC.0100.030.099.F","acne treatment , face wash","Personal","","I",960,NA,0.041,NA,NA,"3","2",1,1.5,41,31,1,"M",41,2.433,0,10.515,1
2,20.4352744307793,20.5324399063926,0.097,5.83,-2,"adult_work","PC.1200.040","PC.1200.040.099.F","facial cleansing and moisturizing , face scrub","Personal","","I",960,NA,0.097,NA,NA,"3","2",1,1.5,41,31,1,"M",41,5.83,0,7.177,1
2,20.5324399063926,20.5680413696666,0.036,2.136,-2,"adult_work","PC.2300.080","PC.2300.080.099.F","make-up and related , lip balm","Personal","","I",970.667,NA,0.036,NA,NA,"3","2",1,1.484,41,31,1,"M",41,2.136,0,1.562,1
2,20.5680413696666,20.8584984403503,0.29,17.427,-2,"adult_work","CP.0700.040","CP.0700.040.099.F","general household cleaning , surface cleaner","Communal","","I",1440,NA,0.29,NA,NA,"1","1",1,1,42,31,1,"M",41,17.427,0,22.526,1
2,20.8584984403503,21.2845225250361,0.426,25.561,-2,"adult_work","AC.0700.020","AC.0700.020.099.F","home office , pens and markers","Personal","","I",1440,NA,0.426,NA,NA,"1","1",1,1,42,31,1,"M",41,25.561,0,0.017,1
2,21.2845225250361,21.3214807459667,0.037,2.217,-2,"adult_work","PC.1000.010","PC.1000.010.099.F","deodorant , deodorant","Personal","","I",1440,NA,0.037,NA,NA,"1","1",1,1,42,31,1,"M",41,2.217,0,3.508,1
2,21.3214807459667,21.38257094355,0.061,3.665,-2,"adult_work","PC.1100.020","PC.1100.020.050.F","eye care and contacts , contact care","Personal","","I",1440,NA,0.061,NA,NA,"1","1",1,1,42,31,1,"M",41,3.665,0,5.691,1
2,21.38257094355,21.4485163203979,0.066,3.957,-2,"adult_work","PC.1200.010","PC.1200.010.099.F","facial cleansing and moisturizing , face cleansing wipes","Personal","","I",1440,NA,0.066,NA,NA,"1","1",1,1,42,31,1,"M",41,3.957,0,3.807,1
2,21.4485163203979,21.4923756704898,0.044,2.632,-2,"adult_work","PC.1700.010","PC.1700.010.099.F","general moisturizing , hand/body lotion","Personal","","I",1440,NA,0.044,NA,NA,"1","1",1,1,42,31,1,"M",41,2.632,0,4.833,1
2,21.4923756704898,22.5199755462454,1.028,61.656,-2,"adult_work","CP.1200.020","CP.1200.020.099.F","laundry and fabric treatment , dryer sheets","Communal","Laundry","I",1440,NA,1.447,"CP.1200.020.099.F CP.1200.030.099.F CP.1200.050.099.F","Laundry--vgypammj","1","1",1,1,42,31,1,"M",41,1.656,60,203.666,1
2,22.5199755462454,22.8198031272567,0.3,17.99,-2,"adult_work","CP.1200.030","CP.1200.030.099.F","laundry and fabric treatment , fabric deodorizer","Communal","Laundry","I",1440,NA,1.447,"CP.1200.020.099.F CP.1200.030.099.F CP.1200.050.099.F","Laundry--vgypammj","1","1",1,1,42,31,1,"M",41,17.99,0,47.822,1
2,22.8198031272567,22.9397744229185,0.12,7.198,-2,"adult_work","CP.1200.050","CP.1200.050.099.F","laundry and fabric treatment , fabric softener","Communal","Laundry","I",1440,NA,1.447,"CP.1200.020.099.F CP.1200.030.099.F CP.1200.050.099.F","Laundry--vgypammj","1","1",1,1,42,31,1,"M",41,7.198,0,117.754,1
2,22.9397744229185,23.4166666666667,0.477,28.614,-1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
2,23.4166666666667,24,0.583,35,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
3,0,8.71666666666667,8.717,523,6,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
3,8.71666666666667,9,0.283,17,3,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
3,9,9.26666666666667,0.267,16,2,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
3,9.26666666666667,11.7333333333333,2.467,148,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
3,11.7333333333333,12.45,0.717,43,5,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
3,12.45,17.65,5.2,312,7,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
3,17.65,17.9166666666667,0.267,16,1,"adult_work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,"M",41,NA,NA,NA,1
3,17.9166666666667,17.9413271021673,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"2","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
3,17.9413271021673,17.965987537668,0.025,1.48,-2,"adult_work","PC.0500.060","PC.0500.060.099.F","body hygiene , hand soap","Personal","","I",291.2,NA,0.025,NA,NA,"2","5",1,4.945,204,31,1,"M",41,1.48,0,0.43,1
3,17.965987537668,18.020457987161,0.054,3.268,-2,"adult_work","PC.0500.010","PC.0500.010.099.F","body hygiene , bar soap","Personal","","I",478.685,NA,0.054,NA,NA,"2","3",1,3.008,204,31,1,"M",41,3.268,0,1.123,1
3,18.020457987161,18.0389465563363,0.018,1.109,-2,"adult_work","PC.0500.070","PC.0500.070.099.F","body hygiene , hand wipes","Personal","","I",478.685,NA,0.018,NA,NA,"2","3",1,3.008,204,31,1,"M",41,1.109,0,1.595,1
3,18.0389465563363,18.0931276187371,0.054,3.251,-2,"adult_work","PC.0500.040","PC.0500.040.099.F","body hygiene , body wipes","Personal","Bathing","I",478.685,NA,0.241,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F","Bathing--pgibyzot","2","3",1,3.008,204,31,1,"M",41,3.251,0,0.529,1
3,18.0931276187371,18.2498860323345,0.157,9.406,-2,"adult_work","PC.0500.020","PC.0500.020.099.F","body hygiene , body scrub","Personal","Bathing","I",478.685,NA,0.241,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F","Bathing--pgibyzot","2","3",1,3.008,204,31,1,"M",41,9.406,0,8.816,1
3,18.2498860323345,18.2798732761247,0.03,1.799,-2,"adult_work","PC.2000.200","PC.2000.200.099.F","hair styling and care , shampoo - dandruff","Personal","Bathing","I",478.685,NA,0.241,"PC.0500.040.099.F PC.0500.020.099.F PC.2000.200.099.F","Bathing--pgibyzot","2","3",1,3.008,204,31,1,"M",41,1.799,0,10.093,1
3,18.2798732761247,18.3252013984325,0.045,2.72,-2,"adult_work","PC.0900.070","PC.0900.070.051.F","dental care , toothpaste","Personal","Teeth care","I",728,NA,0.045,"PC.0900.070.051.F","Teeth care--rewcewky","2","2",1,1.978,42,31,1,"M",41,2.72,0,2.077,1
3,18.3252013984325,18.3657535139637,0.041,2.433,-2,"adult_work","PC.0100.030","PC.0100.030.099.F","acne treatment , face wash","Personal","","I",960,NA,0.041,NA,NA,"2","1",1,1.5,42,31,1,"M",41,2.433,0,10.515,1
